material_type,strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,predicted_cost_usd,predicted_co2_footprint,shipping_category,material_safety,material_category
Smartphone Model 436,51,5,57,1.26,3,23.36,20.61,19.66,96.65,28.9,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 243,39,13,63,2.59,41,18.55,24.32,26.76,76.66,36.3,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 499,19,6,14,1.16,42,32.3,24.79,18.48,51.82,44.6,Ultra-Light,Moderate,Gaming Console
Laptop Model 55,50,14,100,1.71,87,2.33,39.15,42.49,58.84,14.54,Ultra-Light,Safe,Laptop
Gaming Console Model 129,43,6,59,2.91,99,14.15,49.41,40.86,41.24,39.08,Ultra-Light,Safe,Gaming Console
Headphones Model 164,57,5,100,0.62,77,2.67,45.62,40.36,73.0,5.41,Ultra-Light,Safe,Headphones
Smartphone Model 493,20,20,100,1.88,9,10.23,4.35,13.97,82.64,15.03,Ultra-Light,Moderate,Smartphone
Camera DSLR Model 293,27,8,62,1.05,10,21.03,17.36,13.79,81.65,23.28,Ultra-Light,Moderate,Camera DSLR
Tablet Model 136,12,6,24,1.25,45,29.05,22.02,16.76,42.28,39.19,Ultra-Light,Moderate,Tablet
Camera DSLR Model 438,35,10,100,2.7,70,4.62,34.67,31.84,60.7,23.4,Ultra-Light,Safe,Camera DSLR
Hard Disk Drive Model 130,38,6,19,0.78,2,34.57,16.79,15.18,90.91,39.73,Ultra-Light,Moderate,Hard Disk Drive
Hard Disk Drive Model 487,20,2,49,1.91,49,21.55,20.86,19.46,34.96,37.52,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 397,25,3,52,2.65,91,16.89,30.76,31.85,34.1,39.76,Ultra-Light,Safe,Gaming Console
Headphones Model 443,11,3,89,2.49,90,5.79,31.76,26.73,14.92,22.74,Ultra-Light,Safe,Headphones
Hard Disk Drive Model 226,30,15,99,1.13,10,9.98,12.9,16.58,84.6,8.87,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 465,45,13,32,2.05,14,30.23,23.01,22.19,106.95,43.68,Ultra-Light,Moderate,Gaming Console
Headphones Model 208,24,17,21,1.59,34,31.25,14.77,20.91,73.3,44.03,Ultra-Light,Moderate,Headphones
Laptop Model 71,25,19,71,1.93,78,12.06,30.56,32.71,49.81,28.66,Ultra-Light,Safe,Laptop
Power Bank Model 192,40,19,54,0.52,1,24.01,14.62,18.92,108.27,23.08,Ultra-Light,Moderate,Power Bank
Smartphone Model 247,44,2,45,2.46,0,27.98,15.58,15.53,85.21,41.51,Ultra-Light,Moderate,Smartphone
Tablet Model 427,60,16,70,0.92,54,14.15,37.56,38.36,85.64,18.93,Ultra-Light,Safe,Tablet
Bluetooth Speaker Model 427,19,15,65,0.4,2,20.54,6.9,10.84,81.72,17.57,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 433,60,20,56,0.56,53,18.24,35.69,39.17,97.58,22.1,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 37,32,19,14,2.26,70,30.16,31.3,33.11,62.75,53.88,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 53,26,2,93,0.33,33,9.0,22.35,17.8,54.89,6.82,Ultra-Light,Moderate,Gaming Console
Camera DSLR Model 489,31,5,21,0.9,13,32.94,23.14,15.22,67.78,40.86,Ultra-Light,Moderate,Camera DSLR
Hard Disk Drive Model 372,24,6,76,1.61,83,9.87,35.61,30.41,32.14,21.76,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 361,25,15,86,2.04,97,5.72,39.3,36.44,43.17,21.18,Ultra-Light,Safe,Power Bank
Smartwatch Model 394,60,18,24,0.57,8,32.34,20.9,27.41,117.35,34.85,Ultra-Light,Moderate,Smartwatch
Power Bank Model 462,18,7,90,1.49,45,9.39,17.73,19.08,61.93,16.37,Ultra-Light,Moderate,Power Bank
Headphones Model 216,10,20,5,0.52,64,32.41,18.78,24.42,48.02,42.7,Ultra-Light,Safe,Headphones
Hard Disk Drive Model 191,48,12,55,1.92,62,18.45,36.65,35.01,74.24,33.68,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 302,25,14,64,2.36,33,18.92,18.11,20.15,74.15,32.98,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 423,51,18,95,1.5,31,9.3,25.28,29.87,88.02,13.79,Ultra-Light,Moderate,Hard Disk Drive
Tablet Model 303,21,16,44,2.17,29,25.2,15.68,18.27,70.24,38.09,Ultra-Light,Moderate,Tablet
Headphones Model 349,21,6,59,1.12,47,18.27,22.02,20.43,50.13,24.12,Ultra-Light,Moderate,Headphones
Smartphone Model 273,53,11,67,1.6,77,13.16,42.92,40.31,69.83,27.11,Ultra-Light,Safe,Smartphone
Smartphone Model 178,57,16,55,0.62,62,17.67,37.93,39.36,84.16,22.85,Ultra-Light,Safe,Smartphone
Headphones Model 412,11,5,20,1.06,70,27.64,24.08,22.44,20.79,38.42,Ultra-Light,Safe,Headphones
Gaming Console Model 178,27,17,87,0.64,42,10.08,25.37,24.1,74.4,10.89,Ultra-Light,Moderate,Gaming Console
Tablet Model 422,25,14,83,0.57,71,8.34,32.14,29.91,51.26,10.47,Ultra-Light,Safe,Tablet
Gaming Console Model 80,58,20,3,0.8,37,35.88,29.57,34.43,102.62,45.84,Ultra-Light,Moderate,Gaming Console
Smartwatch Model 322,25,20,67,0.82,55,14.89,26.78,27.38,62.07,18.17,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 379,19,14,24,1.81,33,30.59,10.45,18.13,68.59,46.13,Ultra-Light,Moderate,Hard Disk Drive
Camera DSLR Model 298,13,19,92,1.39,22,11.03,8.37,14.59,71.03,14.36,Ultra-Light,Moderate,Camera DSLR
Gaming Console Model 374,13,14,41,2.06,91,19.84,28.81,30.49,31.98,41.51,Ultra-Light,Safe,Gaming Console
Laptop Model 172,33,6,32,0.63,89,21.88,36.43,35.21,37.83,32.55,Ultra-Light,Safe,Laptop
Tablet Model 76,16,6,14,0.71,58,30.43,23.57,21.49,44.65,39.67,Ultra-Light,Safe,Tablet
Power Bank Model 247,50,15,12,1.68,94,28.01,50.82,44.5,63.21,48.65,Ultra-Light,Safe,Power Bank
Power Bank Model 397,39,12,48,0.47,64,19.48,32.66,32.58,59.09,23.2,Ultra-Light,Safe,Power Bank
Tablet Model 140,39,17,5,0.46,13,37.48,15.72,21.08,90.66,40.62,Ultra-Light,Moderate,Tablet
Smartwatch Model 261,14,10,21,1.21,34,31.03,18.56,15.72,45.76,40.77,Ultra-Light,Moderate,Smartwatch
Gaming Console Model 68,47,3,97,2.52,11,11.31,19.95,19.57,79.27,21.22,Ultra-Light,Moderate,Gaming Console
Smartwatch Model 11,29,11,25,1.45,74,25.97,30.61,31.18,44.9,42.78,Ultra-Light,Safe,Smartwatch
Gaming Console Model 329,54,7,64,0.69,58,15.41,34.66,35.05,63.84,19.72,Ultra-Light,Safe,Gaming Console
Headphones Model 476,22,6,59,2.05,84,15.13,31.19,29.89,26.93,32.24,Ultra-Light,Safe,Headphones
Camera DSLR Model 195,32,3,35,1.67,87,21.8,35.53,33.45,33.38,39.34,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 110,48,18,35,2.27,74,23.46,35.39,39.46,77.24,42.45,Ultra-Light,Safe,Smartwatch
Tablet Model 179,47,2,42,2.85,84,20.71,44.86,37.52,44.05,44.55,Ultra-Light,Safe,Tablet
Laptop Model 455,10,6,42,2.46,89,19.98,24.36,26.88,15.11,41.82,Ultra-Light,Safe,Laptop
Gaming Console Model 326,42,17,65,1.14,77,13.48,39.19,38.03,67.81,22.79,Ultra-Light,Safe,Gaming Console
Gaming Console Model 200,20,11,20,0.78,35,30.97,15.74,18.38,61.92,37.55,Ultra-Light,Moderate,Gaming Console
Power Bank Model 487,57,18,87,1.2,77,6.92,36.01,43.52,73.14,15.39,Ultra-Light,Safe,Power Bank
Laptop Model 157,38,14,87,2.84,6,15.0,8.97,17.87,99.59,29.11,Ultra-Light,Moderate,Laptop
Camera DSLR Model 401,48,3,65,1.36,71,14.22,40.14,35.1,55.35,25.84,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 168,26,12,7,0.3,7,37.38,12.3,13.8,76.12,39.27,Ultra-Light,Moderate,Smartwatch
Tablet Model 113,46,10,59,0.74,100,12.74,48.91,43.49,53.41,23.12,Ultra-Light,Safe,Tablet
Laptop Model 399,43,17,44,2.59,75,20.85,39.47,37.66,68.8,45.52,Ultra-Light,Safe,Laptop
Laptop Model 131,40,17,83,1.19,56,10.21,27.46,32.07,72.08,15.88,Ultra-Light,Safe,Laptop
Headphones Model 95,45,19,0,2.6,76,33.96,37.03,39.11,80.74,59.68,Ultra-Light,Safe,Headphones
Smartphone Model 456,56,7,39,2.89,80,22.03,44.14,40.92,49.97,47.89,Ultra-Light,Safe,Smartphone
Smartwatch Model 95,53,16,42,1.32,7,27.49,16.9,24.1,109.85,34.46,Ultra-Light,Moderate,Smartwatch
Smartphone Model 61,33,4,94,2.81,31,10.39,20.79,19.88,70.27,25.09,Ultra-Light,Moderate,Smartphone
Smartphone Model 271,51,5,85,0.44,35,11.26,33.13,27.78,72.17,8.04,Ultra-Light,Moderate,Smartphone
Smartphone Model 483,13,6,28,1.76,46,28.06,17.95,17.29,42.45,43.21,Ultra-Light,Moderate,Smartphone
Gaming Console Model 142,52,8,58,0.81,68,16.29,42.01,37.08,67.91,23.28,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 153,60,12,33,2.43,38,27.76,30.95,33.14,86.3,44.8,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 377,46,9,36,2.48,28,27.89,25.77,24.98,90.35,47.55,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 26,47,13,91,0.7,37,9.42,25.41,28.84,82.56,11.05,Ultra-Light,Moderate,Smartphone
Bluetooth Speaker Model 155,11,17,88,1.16,89,5.4,25.1,30.18,37.09,14.79,Ultra-Light,Safe,Bluetooth Speaker
Hard Disk Drive Model 8,60,6,82,3.0,22,15.0,27.07,27.55,92.53,30.86,Ultra-Light,Moderate,Hard Disk Drive
Headphones Model 313,39,16,91,0.75,39,9.25,28.8,27.29,82.86,10.51,Ultra-Light,Moderate,Headphones
Gaming Console Model 90,29,11,60,2.33,77,15.7,34.55,31.8,45.22,33.93,Ultra-Light,Safe,Gaming Console
Camera DSLR Model 488,16,13,42,1.88,19,26.63,6.85,13.32,71.88,40.89,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 23,11,6,51,2.64,18,24.48,3.1,9.45,57.33,41.82,Ultra-Light,Moderate,Smartwatch
Power Bank Model 121,50,13,100,1.98,39,7.29,31.1,30.2,90.23,14.88,Ultra-Light,Moderate,Power Bank
Hard Disk Drive Model 490,40,16,84,1.73,30,12.84,22.96,25.24,77.11,21.45,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 484,37,4,75,2.51,98,9.21,47.74,38.07,44.11,29.76,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 218,48,4,86,1.22,89,6.03,41.07,39.87,44.01,16.85,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 268,45,5,79,1.49,39,13.29,25.82,26.53,73.05,21.29,Ultra-Light,Moderate,Power Bank
Smartwatch Model 289,17,10,91,0.79,54,7.77,17.72,21.83,51.84,9.61,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 281,29,9,40,2.11,61,23.17,32.05,27.33,61.37,40.28,Ultra-Light,Safe,Camera DSLR
Headphones Model 71,44,18,23,2.41,36,30.95,21.0,28.54,91.76,51.53,Ultra-Light,Moderate,Headphones
Bluetooth Speaker Model 255,60,3,13,0.41,39,32.45,32.35,31.44,85.16,39.55,Ultra-Light,Moderate,Bluetooth Speaker
Smartphone Model 238,58,17,10,0.57,54,31.94,32.07,37.96,81.92,39.76,Ultra-Light,Safe,Smartphone
Laptop Model 329,45,3,85,1.31,22,13.09,27.33,21.8,78.95,17.57,Ultra-Light,Moderate,Laptop
Smartphone Model 472,10,17,52,0.53,4,24.32,-3.99,8.67,74.8,24.03,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 33,42,5,71,1.68,100,9.71,41.69,40.7,36.39,24.24,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 423,52,18,100,1.46,31,7.78,24.91,30.23,103.49,12.44,Ultra-Light,Moderate,Hard Disk Drive
Smartphone Model 494,22,9,91,1.91,9,12.95,12.17,11.91,70.07,19.46,Ultra-Light,Moderate,Smartphone
Smartphone Model 13,37,7,95,2.68,58,7.31,30.31,28.8,62.01,22.71,Ultra-Light,Safe,Smartphone
Bluetooth Speaker Model 97,53,18,38,2.65,70,23.19,37.98,40.15,77.71,46.97,Ultra-Light,Safe,Bluetooth Speaker
Bluetooth Speaker Model 423,17,3,14,1.96,92,27.78,30.59,29.41,22.93,49.39,Ultra-Light,Safe,Bluetooth Speaker
Smartwatch Model 368,60,20,89,2.51,51,9.71,29.59,38.37,91.63,23.89,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 208,14,2,82,1.0,61,9.9,18.46,20.5,32.6,15.96,Ultra-Light,Safe,Camera DSLR
Tablet Model 34,21,17,60,2.25,99,13.45,38.39,36.01,43.79,34.43,Ultra-Light,Safe,Tablet
Hard Disk Drive Model 337,47,18,95,1.98,3,12.39,22.68,21.4,108.31,17.0,Ultra-Light,Moderate,Hard Disk Drive
Camera DSLR Model 132,17,16,80,1.21,68,9.93,23.38,26.77,44.25,15.63,Ultra-Light,Safe,Camera DSLR
Camera DSLR Model 120,45,17,88,1.88,50,9.73,30.11,32.22,79.8,21.66,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 318,60,6,43,1.36,80,19.92,51.1,42.3,60.21,33.56,Ultra-Light,Safe,Smartphone
Power Bank Model 143,58,9,58,1.64,61,17.48,32.67,37.55,82.75,29.79,Ultra-Light,Safe,Power Bank
Smartwatch Model 36,18,6,13,1.12,100,26.77,34.11,32.63,18.91,45.05,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 424,60,19,87,1.41,68,7.95,38.56,42.54,86.21,16.14,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 153,35,9,12,1.52,63,31.01,28.18,30.02,60.79,46.81,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 390,19,16,39,1.14,76,21.38,25.72,29.48,43.62,34.02,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 3,54,19,96,1.1,81,3.76,43.22,43.74,82.07,11.23,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 102,28,11,78,0.55,97,7.23,38.63,36.72,33.67,12.59,Ultra-Light,Safe,Headphones
Tablet Model 271,25,16,92,1.02,45,8.51,20.73,23.85,70.88,11.65,Ultra-Light,Moderate,Tablet
Gaming Console Model 83,42,15,68,2.09,61,14.75,33.74,33.39,67.42,28.78,Ultra-Light,Safe,Gaming Console
Camera DSLR Model 445,19,4,3,2.5,0,40.6,7.29,7.28,64.68,59.63,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 203,27,18,67,1.78,7,20.27,11.21,15.43,96.44,28.8,Ultra-Light,Moderate,Bluetooth Speaker
Hard Disk Drive Model 30,56,15,90,0.44,35,9.76,32.41,32.03,100.96,7.09,Ultra-Light,Moderate,Hard Disk Drive
Smartwatch Model 187,13,4,66,1.25,91,11.85,29.51,28.11,21.55,23.49,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 402,48,8,23,2.72,16,33.13,22.26,22.39,87.07,53.03,Ultra-Light,Moderate,Camera DSLR
Laptop Model 212,18,4,22,1.89,29,31.63,8.45,14.27,65.68,46.23,Ultra-Light,Moderate,Laptop
Bluetooth Speaker Model 76,25,16,37,1.64,17,28.18,12.54,16.75,77.9,40.2,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 77,25,16,20,0.38,81,26.13,30.68,32.94,44.23,35.87,Ultra-Light,Safe,Power Bank
Smartwatch Model 374,28,7,83,2.46,63,10.28,32.2,26.93,57.58,27.65,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 124,19,6,37,1.21,77,21.93,24.73,27.22,35.09,33.91,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 493,22,6,85,1.75,20,13.55,14.95,13.94,65.69,21.68,Ultra-Light,Moderate,Power Bank
Headphones Model 222,10,5,13,0.48,60,30.39,19.87,19.68,32.27,39.87,Ultra-Light,Safe,Headphones
Camera DSLR Model 191,20,2,36,2.38,28,27.83,16.17,14.14,48.82,45.54,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 157,53,6,63,0.7,25,19.02,21.31,26.19,87.36,20.6,Ultra-Light,Moderate,Bluetooth Speaker
Hard Disk Drive Model 122,15,2,21,2.07,9,34.04,7.32,7.69,66.75,47.96,Ultra-Light,Moderate,Hard Disk Drive
Laptop Model 461,24,19,47,1.16,69,19.7,30.45,30.23,60.33,31.16,Ultra-Light,Safe,Laptop
Gaming Console Model 136,30,19,66,0.34,73,13.1,23.92,33.45,62.08,17.95,Ultra-Light,Safe,Gaming Console
Power Bank Model 384,39,6,20,2.34,97,25.7,44.18,39.05,38.77,50.15,Ultra-Light,Safe,Power Bank
Smartphone Model 147,11,15,14,1.66,86,28.2,29.24,28.85,37.15,48.09,Ultra-Light,Safe,Smartphone
Smartwatch Model 399,36,4,7,0.97,5,37.98,13.22,14.7,76.01,43.83,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 142,34,14,46,1.43,28,24.26,21.69,22.19,85.49,32.22,Ultra-Light,Moderate,Camera DSLR
Headphones Model 286,42,19,93,2.91,9,12.95,12.69,21.26,96.93,27.41,Ultra-Light,Moderate,Headphones
Camera DSLR Model 486,19,13,10,1.92,76,30.55,23.14,28.61,44.86,51.56,Ultra-Light,Safe,Camera DSLR
Hard Disk Drive Model 493,45,12,97,0.56,8,10.44,17.06,20.67,103.0,4.18,Ultra-Light,Moderate,Hard Disk Drive
Hard Disk Drive Model 143,41,4,19,2.26,67,28.96,41.42,31.76,59.81,50.55,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 438,30,14,34,0.79,40,26.27,23.32,23.88,59.23,34.01,Ultra-Light,Moderate,Hard Disk Drive
Bluetooth Speaker Model 448,46,6,59,1.72,86,14.73,45.76,38.84,51.74,30.01,Ultra-Light,Safe,Bluetooth Speaker
Headphones Model 430,33,19,93,1.01,54,7.31,25.94,29.65,80.87,10.46,Ultra-Light,Safe,Headphones
Tablet Model 307,57,19,10,2.89,9,37.83,14.47,26.52,114.73,59.51,Ultra-Light,Moderate,Tablet
Laptop Model 308,16,16,9,1.57,13,36.94,10.32,12.61,75.86,49.84,Ultra-Light,Moderate,Laptop
Smartwatch Model 56,28,10,45,1.68,66,20.91,29.46,28.55,39.94,35.54,Ultra-Light,Safe,Smartwatch
Smartwatch Model 36,18,6,8,1.07,99,28.34,33.44,32.39,30.35,46.91,Ultra-Light,Safe,Smartwatch
Headphones Model 157,29,4,12,0.68,15,35.31,12.06,14.8,75.77,40.94,Ultra-Light,Moderate,Headphones
Smartphone Model 351,23,7,40,0.88,89,19.63,26.96,31.92,33.43,32.38,Ultra-Light,Safe,Smartphone
Smartphone Model 105,48,10,19,1.56,65,28.74,36.06,35.32,77.74,44.95,Ultra-Light,Safe,Smartphone
Camera DSLR Model 269,28,3,17,0.49,62,28.99,25.49,25.98,43.21,36.21,Ultra-Light,Safe,Camera DSLR
Bluetooth Speaker Model 448,46,4,61,1.81,88,13.99,43.47,38.83,47.26,30.49,Ultra-Light,Safe,Bluetooth Speaker
Smartwatch Model 478,23,12,28,0.45,49,26.97,21.15,23.23,58.86,32.56,Ultra-Light,Moderate,Smartwatch
Headphones Model 256,14,8,1,2.04,59,35.02,23.17,21.34,45.66,55.17,Ultra-Light,Safe,Headphones
Power Bank Model 178,36,13,74,2.8,15,17.98,10.66,19.18,90.01,32.05,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 500,48,10,74,1.41,21,16.55,19.35,24.34,90.31,21.74,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 8,23,12,27,2.16,34,29.8,13.43,19.23,65.75,46.13,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 433,42,11,85,2.68,85,7.61,40.44,38.3,54.43,26.94,Ultra-Light,Safe,Camera DSLR
Power Bank Model 332,36,14,34,2.59,26,28.75,22.62,22.21,76.66,47.07,Ultra-Light,Moderate,Power Bank
Power Bank Model 235,55,18,18,2.25,3,35.65,17.15,24.16,117.2,48.91,Ultra-Light,Moderate,Power Bank
Headphones Model 278,58,17,89,0.71,23,11.43,24.69,30.19,97.5,10.72,Ultra-Light,Moderate,Headphones
Tablet Model 227,55,18,91,0.66,64,6.7,41.72,39.65,88.37,8.86,Ultra-Light,Safe,Tablet
Power Bank Model 323,25,7,20,1.9,69,28.24,28.4,27.46,41.74,48.69,Ultra-Light,Safe,Power Bank
Camera DSLR Model 212,14,13,48,1.28,60,20.37,19.38,22.96,42.0,31.02,Ultra-Light,Safe,Camera DSLR
Tablet Model 40,40,10,8,2.36,25,36.52,19.53,22.4,87.45,57.57,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 111,25,16,51,1.72,99,15.83,32.34,37.24,43.79,31.62,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 437,39,11,61,1.34,35,19.0,21.68,24.95,70.41,26.63,Ultra-Light,Moderate,Tablet
Smartphone Model 62,31,11,97,2.15,60,6.19,28.14,28.28,55.01,17.64,Ultra-Light,Safe,Smartphone
Smartwatch Model 278,47,20,45,2.16,58,22.0,35.81,35.63,74.41,38.06,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 400,36,19,82,2.69,77,9.31,35.43,36.2,67.69,28.02,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 68,52,6,33,0.64,43,26.18,38.26,30.35,76.01,31.62,Ultra-Light,Moderate,Tablet
Gaming Console Model 368,43,17,15,2.48,24,34.59,23.54,24.93,95.66,52.63,Ultra-Light,Moderate,Gaming Console
Smartphone Model 4,10,11,69,2.25,62,14.45,15.71,21.41,45.13,30.47,Ultra-Light,Safe,Smartphone
Smartphone Model 141,46,12,70,2.16,22,18.1,18.76,24.28,98.52,29.86,Ultra-Light,Moderate,Smartphone
Laptop Model 408,16,2,22,1.97,64,28.18,24.21,21.8,28.88,47.3,Ultra-Light,Safe,Laptop
Camera DSLR Model 62,50,11,25,0.95,22,30.87,23.32,25.61,91.5,35.61,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 464,34,13,75,2.64,52,13.88,28.21,27.75,62.4,30.35,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 279,22,19,65,2.43,2,21.76,7.95,12.59,89.16,33.48,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 88,27,11,26,0.55,97,22.83,35.11,36.37,35.12,36.1,Ultra-Light,Safe,Smartphone
Camera DSLR Model 420,59,17,80,2.25,14,15.95,23.9,28.06,111.5,25.63,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 361,54,17,47,1.71,77,19.23,43.05,42.14,73.02,34.31,Ultra-Light,Safe,Bluetooth Speaker
Tablet Model 142,42,14,15,2.58,7,36.35,13.5,19.56,99.13,55.34,Ultra-Light,Moderate,Tablet
Power Bank Model 274,14,18,56,0.56,11,22.44,7.75,12.07,82.42,20.35,Ultra-Light,Moderate,Power Bank
Smartphone Model 95,34,9,6,1.57,73,31.84,37.9,32.16,50.52,50.57,Ultra-Light,Safe,Smartphone
Smartphone Model 35,14,17,76,2.08,43,14.15,14.12,19.59,68.48,25.9,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 291,53,18,54,0.84,95,14.8,51.02,46.67,65.49,24.47,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 414,45,9,31,2.38,13,30.83,17.14,20.89,97.8,46.09,Ultra-Light,Moderate,Headphones
Power Bank Model 66,18,10,94,1.72,46,8.23,23.33,20.04,51.81,18.11,Ultra-Light,Moderate,Power Bank
Headphones Model 204,23,17,31,1.75,100,21.75,36.16,37.04,41.02,42.66,Ultra-Light,Safe,Headphones
Smartphone Model 157,39,19,86,2.51,39,11.81,19.27,27.77,86.39,24.54,Ultra-Light,Moderate,Smartphone
Gaming Console Model 346,59,10,41,1.59,40,24.65,38.22,32.91,95.48,36.68,Ultra-Light,Moderate,Gaming Console
Camera DSLR Model 166,58,20,75,1.18,83,9.91,41.68,45.87,75.28,17.89,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 298,50,3,72,0.48,93,9.39,43.94,41.43,47.41,16.19,Ultra-Light,Safe,Smartwatch
Power Bank Model 105,51,11,93,1.01,67,6.01,37.81,37.2,70.17,11.04,Ultra-Light,Safe,Power Bank
Headphones Model 46,33,18,56,2.36,32,21.42,20.87,23.7,86.42,36.72,Ultra-Light,Moderate,Headphones
Bluetooth Speaker Model 171,35,9,11,0.69,2,36.91,11.13,14.9,89.14,42.03,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 279,20,10,34,2.93,98,21.76,32.87,33.56,26.62,50.05,Ultra-Light,Safe,Bluetooth Speaker
Hard Disk Drive Model 82,21,5,4,0.79,80,31.27,31.08,28.48,29.72,45.39,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 487,19,2,44,1.95,49,23.07,21.01,19.11,39.69,37.51,Ultra-Light,Moderate,Hard Disk Drive
Tablet Model 2,14,9,100,1.01,10,9.61,4.88,9.5,68.48,7.2,Ultra-Light,Moderate,Tablet
Power Bank Model 398,17,18,81,2.39,38,13.33,19.67,19.59,60.96,26.26,Ultra-Light,Moderate,Power Bank
Smartphone Model 93,39,5,14,2.51,3,37.01,13.69,15.27,81.71,54.71,Ultra-Light,Moderate,Smartphone
Smartphone Model 493,20,20,100,1.93,6,10.56,3.39,13.21,81.24,15.61,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 242,12,14,31,0.89,79,23.33,26.82,27.32,28.86,33.65,Ultra-Light,Safe,Hard Disk Drive
Bluetooth Speaker Model 132,45,8,55,0.56,44,19.44,31.84,28.67,70.68,21.79,Ultra-Light,Moderate,Bluetooth Speaker
Gaming Console Model 368,42,17,15,2.46,24,34.58,20.08,24.58,102.73,51.18,Ultra-Light,Moderate,Gaming Console
Gaming Console Model 202,38,14,73,0.76,43,14.26,32.13,27.44,68.37,17.59,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 123,52,8,67,3.0,57,16.0,32.54,34.0,69.45,36.68,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 480,47,10,13,1.0,12,35.5,20.26,21.8,88.15,42.95,Ultra-Light,Moderate,Tablet
Bluetooth Speaker Model 244,53,5,44,1.47,80,19.68,44.94,39.58,57.08,33.47,Ultra-Light,Safe,Bluetooth Speaker
Hard Disk Drive Model 287,15,16,78,0.65,48,12.19,15.48,21.15,63.56,14.98,Ultra-Light,Moderate,Hard Disk Drive
Smartwatch Model 252,42,15,58,1.39,94,14.03,39.06,41.74,49.09,28.49,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 144,52,11,94,1.93,35,9.46,31.7,29.41,90.44,17.18,Ultra-Light,Moderate,Hard Disk Drive
Bluetooth Speaker Model 417,42,6,63,2.95,91,13.77,42.52,38.51,52.74,38.39,Ultra-Light,Safe,Bluetooth Speaker
Headphones Model 355,27,9,92,1.36,25,10.72,17.78,17.75,69.5,12.57,Ultra-Light,Moderate,Headphones
Smartwatch Model 318,43,14,26,2.02,75,25.91,35.39,37.0,60.76,45.88,Ultra-Light,Safe,Smartwatch
