toy_name,toy_type,toy_size,fragility_level,toy_material,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,recommended_packaging,packaging_cost_inr
Chunky Farm Animals Set 6pc,Action Figure,Small,1,Recycled PVC,8,300,3,6,55,Polybag,13.5
Flexible Rings Set,Building Blocks,Medium,1,Recycled Plastic,9,1800,2,5,74,Storage Tub,22.5
Soft Doll Set with Small Bag,Playset/Figures,Medium,1,Organic Cotton/Fabric,9,300,9,3,95,Recycled Bag,13.5
Fun-Doh Single Can Copper,Compound,Small,1,Wheat/Starch/Plastic,6,100,5,5,55,Plastic Tub,22.5
Metal Robot Figure Ed5,Action Figure,Small,1,Die-cast Metal,10,655,1,8,94,Box + Padding,36
Wooden Activity Table,Baby Toy,Large,1,Plywood/Metal,8,4000,6,5,80,Box,36
Soft Squirrel,Soft Toy,Small,1,Recycled Polyester,7,600,4,4,58,Recycled Bag,13.5
RC Car Kit Rally Car 1/10 Scale Assembly,Electronic/Robotics,Large,1,Plastic/Motor/Battery,4,2000,1,10,25,Box + Foam,90
Advanced Drawing Kit Professional Grade 60pc,Hobby/Art,Medium,1,Wood/Graphite/Tools,5,600,6,5,75,Wooden Box,72
Large Duplo Style Bricks 50pc,Building Blocks,Large,1,Recycled HDPE,9,2000,3,5,78,Storage Tub,22.5
Toy E-Reader,Electronic,Medium,1,Recycled ABS,7,1300,3,6,76,Box + Bubble Wrap,36
Stealth Fighter Jet,Action Figure,Small,1,Die-cast Metal,10,550,2,9,94,Box + Padding,36
Model Building Kit Robot,Model Kit,Medium,1,Polystyrene,6,500,1,9,10,Box,36
DIY Slime Kit Galaxy Colors,Compound,Medium,1,PVA Glue/Borax/Plastic,5,700,1,9,20,Box + Plastic Containers,36
Toy Ironing Board,Roleplay,Large,1,Plastic/Metal,7,2000,3,6,40,Box,36
Small Dollhouse Accessories Bathroom Set,Playset/Figures,Small,1,Plastic,7,200,2,8,40,Blister Pack,54
Strategy Game Catan,Game/Toy,Large,1,Wood/Cardboard/Plastic,7,1000,6,5,75,Box,36
3D Metal Puzzle NASA Mars Rover,Construction/Model,Medium,1,Etched Steel,4,200,1,10,80,Envelope/Box,36
Wooden Hammering Bench,Baby Toy,Medium,1,Pine Wood,8,500,7,4,85,Box,36
Simple Water Wheel Model Kit,Science/Mechanical,Small,1,Plastic/Axle,7,100,3,7,50,Blister Pack,54
Baby Mirror Floor Standing,Baby Toy,Medium,1,Fabric/Plastic Mirror,9,300,4,6,65,Recycled Box,36
Puppet Theatre,Roleplay Toy,Large,1,Cardboard,5,1000,10,2,98,Recycled Box,36
Jewelry Making Kit Wire Wrapping Tools,Craft/Hobby,Small,1,Metal/Wire/Tools,5,200,1,10,40,Plastic Case,90
Micro Building Blocks Statue of Liberty 1000pc,Construction/System,Small,1,ABS Plastic,6,500,2,9,40,Box,36
Building Straws Ed6,Building Blocks,Medium,1,Recycled Plastic,8,1727,3,5,77,Storage Tub,22.5
Chunky Puzzle Ocean Animals,Puzzle,Small,1,Plywood,8,150,8,4,88,Box,36
Toy Tea Set,Roleplay Toy,Medium,1,Ceramic/Plastic,5,800,3,5,30,Box + Padding,36
Wooden Block Set Specialty Shapes 30pc,Construction,Medium,1,Maple Wood,9,1000,8,3,90,Cardboard Tub,22.5
Tummy Time Mat Sensory Patches,Baby Toy,Medium,1,Fabric/Plastic/Crinkle,8,550,4,6,65,Recycled Bag,13.5
Baby Rattle,Soft Toy,Large,1,Fabric,7,1064,7,6,100,Recycled Cardboard,22.5
Advanced Binoculars,Educational,Medium,1,Plastic/Glass,5,1300,2,8,23,Hard Case Box,90
Silicone Teether Ring Charcoal,Baby Toy,Small,1,Food-grade Silicone,10,50,2,7,40,Recycled Box,36
Fashion Accessory Doll,Doll,Medium,1,Vinyl/Fabric,5,1700,3,5,52,Window Box,36
Giant Teddy Bear,Soft Toy,Extra Large,1,Standard Polyester,6,5100,2,6,40,Vacuum Bag,13.5
Technic Excavator Kit 1600pc App Controlled,Construction/Mechanical,Extra Large,1,ABS/Motor/Bluetooth,6,2500,2,10,30,Box + Foam,90
Wooden Tool Set Pliers/Wrench,Playset/Roleplay,Small,1,Pine Wood,8,150,8,3,90,Box,36
Wooden Train Set Figure 10 Track,Playset/Vehicle,Medium,1,Maple Wood,8,900,7,4,85,Box,36
Micro Building Blocks NASA Space Shuttle 2500pc,Construction/System,Medium,1,ABS Plastic,6,800,2,9,40,Box,36
Wooden Model Kit Grandfather Clock Working Model,Construction/Model,Extra Large,1,Plywood/Gears/Pendulum,5,2500,6,6,60,Box + Foam,90
Large Peg Puzzle Numbers,Puzzle,Medium,1,Plywood,8,300,8,3,90,Box,36
Teether Elephant Wood,Baby Toy,Small,1,Bamboo,9,100,9,3,93,Box,36
Clear Slime with Glitter,Compound,Small,1,PVA Glue/Glitter,5,200,1,9,20,Plastic Tub,22.5
Complex IQ Test Puzzle Set 5pc,Puzzle,Small,1,Plastic,7,100,2,8,45,Box,36
Toy Phone Musical Keypad,Playset/Roleplay,Small,1,ABS/Electronic,6,200,2,8,35,Blister Pack,54
Crossbow Dart Launcher Small,Launcher,Small,1,Plastic/Cord,7,300,3,7,50,Blister Pack,54
Water Purification Science Kit,Science/Education,Small,1,Filter/Plastic,3,200,1,10,20,Box,36
Science Kit Chemistry Lab Advanced,Science/Education,Large,1,Glassware/Chemicals,3,1000,1,10,20,Box + Foam,90
Garbage Truck Playset Small with Bins,Playset/Vehicle,Medium,1,ABS Plastic,7,1000,2,8,45,Box,36
Soft Zebra Mini,Soft Toy,Small,1,Polyester,6,550,3,4,50,Recycled Bag,13.5
Foam Sword and Shield Set,Roleplay Kit,Medium,1,EVA Foam/Plastic,7,600,3,7,50,Cardboard Backer,22.5
200 pc Magnetic Tiles,Building Blocks,Medium,1,Plastic/Magnet,7,800,1,9,20,Box,36
Transforming Robot,Action Figure,Small,1,Die-cast Metal,9,350,1,9,93,Box + Padding,36
Doll Family Set 6 Figures (Seasonal Wear),Playset/Figures,Small,1,Vinyl/Fabric,7,250,3,7,50,Box,36
Wooden Workbench Accessories Screws/Nuts,Playset/Roleplay,Small,1,Pine Wood/Plastic,8,200,7,4,85,Box,36
Soft Capybara,Soft Toy,Large,1,Cotton,8,1300,9,4,95,Recycled Box,36
Advanced Robotics Kit Line-Following Competition,Electronic/Robotics,Small,1,ABS/Circuitry/Sensors,6,600,2,9,30,Box,36
Train Set Deluxe Ed5,Vehicle Toy,Large,1,Wood/Metal,9,2156,5,4,79,Wooden Crate Box,72
Soft Bunny,Soft Toy,Small,1,Recycled Polyester,7,500,3,5,63,Recycled Bag,13.5
Wooden Push Car Fire Truck,Baby Toy,Small,1,Beech Wood,10,150,8,3,90,Box,36
Wooden Building Planks,Building Blocks,Large,1,Pine Wood,9,3000,7,4,85,Canvas Bag,13.5
Infant Ball Set 3pc Soft Plain,Baby Toy,Small,1,Recycled Polyester,8,100,4,4,60,Mesh Bag,13.5
Advanced Gear Building Kit Expansion 50pc,Construction/Mechanical,Small,1,ABS Plastic,7,300,2,8,45,Plastic Case,90
Advanced Robotics Kit Line Follower/Arm Combo,Electronic/Robotics,Medium,1,ABS/Sensors/Servos,5,1200,2,10,25,Box + Tray,54
Mini Garbage Truck,Vehicle Toy,Small,1,HDPE Plastic,9,250,3,5,60,Polybag,13.5
Wooden Puzzle Solar System 9pc,Puzzle/Education,Small,1,MDF/Paper,7,200,5,6,60,Box,36
Dinosaur Figure Set V5,Action Figure,Medium,1,HDPE Plastic,9,982,1,5,40,Polybag,13.5
Toy Microphone,Musical Toy,Medium,1,Plastic,6,800,3,6,35,Box,36
Water Blaster with Pressure Gauge,Water Toy,Large,1,ABS Plastic,8,1000,2,8,45,Cardboard Wrap,22.5
Soft Doll Set with Detachable Shoes,Playset/Figures,Medium,1,Organic Cotton/Fabric,9,300,9,3,95,Recycled Bag,13.5
Simple Gear Building Set 80pc,Construction/Mechanical,Medium,1,Recycled HDPE,8,600,3,6,70,Plastic Tub,22.5
Laser Tag Blaster Only (Red),Electronic,Medium,1,ABS/Circuitry,6,500,1,9,35,Box,36
Teether Banana Peel Design,Baby Toy,Small,1,Food-grade Silicone,10,50,2,7,40,Recycled Box,36
Chunky Puzzle Animals with Sound,Puzzle,Small,1,Plywood/Electronic,7,150,5,7,60,Box,36
Collector's Action Figure Alpha,Action Figure,Small,1,Die-cast Metal,9,300,1,9,95,Window Box,36
Baby Rattles V4,Baby Toy,Small,1,Foam/Fabric,6,1636,4,5,60,Recycled Cardboard,22.5
Silicone Teether Keys Grey/Mint,Baby Toy,Small,1,Food-grade Silicone,10,50,2,7,40,Recycled Box,36
Plastic Model Kit Aircraft A-10 Warthog 1/48 Scale,Construction/Model,Medium,1,Polystyrene/Decals,5,500,2,9,35,Box,36
Miniature Fishing Game,Board Game,Small,1,Plastic,6,500,3,5,40,Box,36
Interlocking Bricks Base Plate 32x32 Blue,Construction/System,Large,1,ABS Plastic,8,1000,2,8,45,Cardboard Backer,22.5
Foam Building Blocks,Building Blocks,Large,1,Foam,7,2500,4,3,60,Polybag,13.5
3D Wooden Puzzle Ship Model Cutter Simple,Puzzle/Construction,Medium,1,Laser-Cut Wood,7,800,8,4,85,Box,36
Telescope Refractor 70mm Aperture Tripod,Science/Optics,Large,1,Aluminum/Glass Lenses/Plastic,6,3000,2,10,40,Box + Foam,90
Science Experiment Kit V4,Educational,Medium,1,Cardboard/Plastic,7,1251,5,5,60,Recycled Cardboard,22.5
Toy Helicopter Ed2,Vehicle Toy,Medium,1,ABS Plastic,7,1450,2,7,40,Open Box,36
Toy Credit Card Machine,Roleplay Toy,Medium,1,Plastic/Electronic,7,1500,2,8,34,Box,36
Foam Disk Refill 20pcs,Accessory,Small,1,Foam,6,50,2,7,30,Polybag,13.5
Jewelry Making Kit,Art Toy,Small,1,Beads/Plastic,5,300,3,5,35,Recycled Box,36
Metal Robot Figure Ed2,Action Figure,Small,1,Die-cast Metal,10,362,1,9,95,Box + Padding,36
Water Pistol Set 8-Pack Mini,Water Toy,Small,1,HDPE Plastic,9,800,3,6,70,Mesh Bag,13.5
Motorized Dart Blaster (Shotgun),Blaster/Shooter,Large,1,ABS/Circuitry,6,1300,1,9,35,Box + Foam,90
3D Crystal Puzzle Pegasus 48pc,Puzzle,Small,1,Acrylic Plastic,4,100,2,9,35,Box,36
Construction Cone Set 6pc,Playset/Vehicle,Small,1,ABS Plastic,8,100,2,7,45,Box,36
Bug Magnifying Jar with Light,Science/Education,Small,1,Plastic/LED,6,100,3,7,50,Blister Pack,54
Advanced Interlocking Bricks Technic Pneumatic Pump Large 1pc,Construction/Mechanical,Small,1,ABS Plastic,7,100,2,8,45,Box,36
Farm Tractor Ed6,Vehicle Toy,Large,1,HDPE Plastic,9,2115,2,6,40,Open Box,36
Toy Kitchen Waffle Maker Set,Playset/Roleplay,Medium,1,ABS Plastic,7,500,2,8,45,Box,36
Baby Doll Stroller Folding Metal Frame,Pretend Play/Vehicle,Large,1,Metal Tube Frame/Polyester Fabric,7,5000,3,9,55,Box,36
Toy Food Set Vegetables Cuttable 4pc,Playset/Roleplay,Small,1,HDPE Plastic/Velcro,7,200,3,7,50,Mesh Bag,13.5
Wrist and Foot Finder Set 4pc,Baby Toy,Small,1,Organic Cotton,9,100,10,2,98,Recycled Bag,13.5
Clear Slime DIY Kit Large,Compound,Large,1,PVA Glue/Activator,5,1200,1,9,20,Box + Gallon Glue,36
Building Bricks Set,Baby Toy,Small,1,ABS Plastic,5,2204,7,10,61,Storage Tub,22.5
Soft Unicorn V2,Soft Toy,Medium,1,Cotton,8,1039,8,4,90,Recycled Bag,13.5
Toy Voice Recorder,Electronic,Medium,1,Recycled ABS,7,1400,2,6,72,Box + Bubble Wrap,36
Soft Plush Toy Bear (Small),Baby Toy,Small,1,Recycled Polyester,8,150,4,4,60,Recycled Bag,13.5
Kinetic Sand Molds Vehicles Only,Compound,Small,1,Plastic,8,150,3,6,75,Polybag,13.5
Basic Ludo Board Game,Game/Toy,Medium,1,Cardboard/Plastic,6,400,7,3,90,Box,36
Advanced Robotics Kit Arm with Gripper,Electronic/Robotics,Medium,1,ABS/Servos/Gears,5,1100,2,10,25,Box + Tray,54
Electronics Kit Solar Powered USB Charger,Science/Electronic,Medium,1,Plastic/Solar Panel/Circuitry,5,700,2,9,30,Box,36
Forensics Fingerprint Kit Dusting Powder,Science/Detective,Small,1,Plastic/Brush/Talc Powder,4,200,3,9,40,Box,36
Linocut Printing Kit Deluxe Wood Handle Tools,Hobby/Art,Small,1,Lino/Ink/Tools/Wood,4,400,4,7,50,Box,36
Wooden Block Set Simple Shapes 40pc,Construction,Medium,1,Beech Wood,9,1500,8,3,90,Cardboard Tub,22.5
Toy Cash Register Scanner/Card,Playset/Roleplay,Medium,1,ABS/Electronic,6,600,2,8,35,Box,36
Toy Cash Register Simple,Roleplay Toy,Medium,1,Recycled ABS,7,500,3,7,70,Box,36
Telescope Equatorial Mount Manual,Science/Education,Large,1,Metal/Plastic,4,2500,1,10,30,Box + Foam,90
Advanced Robotics Kit Mobile Surveillance App,Electronic/Robotics,Medium,1,ABS/Camera/Motor/Wifi,4,1500,1,10,20,Box + Tray,54
Toy BBQ Grill Set Rolling Wheels,Pretend Play/Furniture,Medium,1,Plastic/Wood Accessories,6,3000,3,8,45,Box,36
3D Printer Pen Filament Included,STEM/Electronic,Small,1,Plastic/Heating Element/Motor,5,100,1,12,30,Box + Foam,90
Slime Kit Glow Sticks,Compound,Medium,1,PVA Glue/Glow Sticks,5,600,1,9,20,Box + Containers,36
Micro Building Blocks Sydney Opera House 3500pc,Construction/System,Large,1,ABS Plastic,6,1500,2,9,40,Box + Tray,54
Micro Building Blocks Tokyo Tower 2500pc,Construction/System,Medium,1,ABS Plastic,6,800,2,9,40,Box,36
Advanced Gear System Kit 150pc,Construction/Mechanical,Medium,1,ABS Plastic,7,800,2,8,45,Plastic Case,90
Fun-Doh Tools Rolling Cutter,Compound,Small,1,Plastic,8,100,3,6,75,Blister Pack,54
Miniature Bowling,Sports Toy,Medium,1,Plastic,7,1500,3,5,30,Box,36
Small Fantasy Knight Fig,Action Figure,Small,1,ABS Plastic,8,200,2,7,45,Blister Pack,54
Soft Monkey V2,Soft Toy,Medium,1,Organic Cotton,8,814,9,3,95,Recycled Bag,13.5
Technic Claas Xerion Tractor 3000pc,Construction/Mechanical,Extra Large,1,ABS/Pneumatic/Motor,6,5000,2,10,30,Box + Foam,90
Toy Kitchen Accessory Set Pots/Pans,Playset/Roleplay,Small,1,Metal/Plastic,7,400,3,7,50,Cardboard Box,36
Soft Dragon Large,Soft Toy,Large,1,Recycled Polyester,7,1200,4,4,60,Recycled Bag,13.5
Wooden Stacking Rings,Baby Toy,Small,1,Beech Wood,9,750,8,3,90,Cotton Bag,13.5
Wooden Blocks 100pc,Building Blocks,Medium,1,Beech Wood,9,1800,8,3,90,Cloth Bag,13.5
Jewelry Making Kit Beading Board,Craft/Hobby,Small,1,Plastic/Felt,5,100,5,6,60,Box,36
Toy Vending Machine Electronic,Roleplay Toy,Medium,1,ABS/Electronic,7,1700,3,8,39,Box,36
RC Car Kit Dune Buggy 1/16 Scale,Electronic/Vehicle,Medium,1,ABS Plastic/Motor/Battery,6,500,1,9,35,Box,36
Metal Robot Figure Ed6,Action Figure,Small,1,Die-cast Metal,10,544,1,8,95,Box + Padding,36
Soft Lion,Soft Toy,Large,1,Recycled Polyester,7,1800,3,4,65,Recycled Bag,13.5
Simple Physics Kit Inclined Plane,Science/Education,Small,1,Plastic/Metal/Weights,5,300,3,7,50,Box,36
Telescope Tripod Mount Only,Science/Education,Medium,1,Aluminum/Plastic,6,1500,2,8,30,Box,36
Toy Kitchen Set Sink,Playset/Roleplay,Large,1,HDPE Plastic,7,2500,3,5,55,Box,36
Mini Snowmobile,Vehicle Toy,Small,1,ABS Plastic,8,150,2,7,40,Polybag,13.5
Doll Accessory Set Hair Brush/Mirror,Doll,Small,1,Plastic,6,150,3,7,50,Blister Pack,54
Soft Duck,Soft Toy,Small,1,Organic Cotton,9,500,10,2,98,Recycled Bag,13.5
Soft Octopus,Soft Toy,Medium,1,Recycled Polyester,7,1100,4,4,60,Recycled Bag,13.5
Soft Sloth,Soft Toy,Small,1,Recycled Polyester,7,400,3,5,62,Recycled Bag,13.5
Mini Skateboard Finger Toy,Accessory,Small,1,Plastic/Metal,8,50,2,7,45,Blister Pack,54
Advanced Gear Building Kit Expansion 25pc,Construction/Mechanical,Small,1,ABS Plastic,7,100,2,8,45,Plastic Case,90
Soft Baby Doll Blue Eyes,Doll,Medium,1,Organic Cotton,9,350,10,2,98,Recycled Bag,13.5
Wooden Cube Puzzle 9pc Safari,Puzzle,Small,1,Pine Wood,8,200,8,4,88,Box,36
Advanced Robotics Kit Object Sorting Arm,Electronic/Robotics,Medium,1,ABS/Color Sensor/Arm,5,1200,2,10,25,Box + Tray,54
Wooden Shape Sorter Classic,Baby Toy,Small,1,Beech Wood,9,200,8,3,90,Box,36
Soft Ring Rattle with Squeaker,Baby Toy,Small,1,Organic Cotton,9,100,9,3,95,Recycled Tag,22.5
Soft Book Animals (Crinkle Pages),Educational,Small,1,Fabric/Crinkle Material,9,100,4,4,65,Recycled Polybag,13.5
Mini Snow Shovel,Roleplay Toy,Small,1,HDPE Plastic,9,100,3,5,60,Polybag,13.5
Plastic Model Kit Warship Aircraft Carrier 1/700 Scale,Construction/Model,Medium,1,Polystyrene/Decals,5,800,2,9,35,Box + Tray,54
Advanced Robotics Kit Sensor Expansion Kit,Electronic/Robotics,Small,1,ABS/Sensors/Cables,6,400,2,9,30,Box,36
Advanced Drawing Kit Graphite Pencils 24pc,Hobby/Art,Small,1,Wood/Graphite,6,200,6,5,75,Tin Box,72
Advanced Robotics Kit Mobile Platform DIY,Electronic/Robotics,Medium,1,ABS/Motor/Wheels/Breadboard,5,1000,1,10,25,Box + Tray,54
Science Kit Earth Science Simple Volcano,Science/Education,Medium,1,Plastic/Baking Soda/Powder,4,500,2,8,15,Box + Security Seal,36
Basic Interlocking Blocks 200pc,Construction,Large,1,Recycled ABS,8,2000,3,6,70,Plastic Tub,22.5
Digital Piano Keyboard Mini 37-Key,Electronic/Musical,Large,1,ABS Plastic/Speaker/Circuitry,6,3000,1,9,30,Box + Foam,90
Soft Elephant,Soft Toy,Large,1,Recycled Polyester,7,1250,4,4,60,Recycled Bag,13.5
Toy Food Set Breakfast 5pc,Playset/Roleplay,Small,1,HDPE Plastic/Velcro,7,200,3,7,50,Mesh Bag,13.5
Wooden Dollhouse Furniture Kitchen Set,Playset/Figures,Small,1,Plywood/Pine Wood,7,300,7,4,85,Box,36
Art Easel V2,Art Toy,Medium,1,Plywood/Metal,8,1500,7,4,85,Cardboard Box,36
Soft Doll Large Dress,Doll,Large,1,Organic Cotton,9,500,10,2,98,Recycled Bag,13.5
Baby Doll Feeding Set,Playset/Roleplay,Small,1,Plastic,7,300,3,7,50,Blister Pack,54
3D Metal Puzzle Eiffel Tower,Construction/Model,Medium,1,Etched Steel,4,200,1,10,80,Envelope/Box,36
Art Easel Portable Tabletop,Art Toy,Medium,1,Pine Wood,8,1000,7,4,85,Box,36
Advanced Digital Camera Toy Flash/Zoom,Electronic,Small,1,ABS/LCD Screen/Battery,7,500,1,11,35,Box,36
Wooden Model Kit Train Steam Engine 3D Assembly,Construction/Model,Large,1,Plywood/Plastic,6,1500,7,5,70,Box,36
Water Blaster Compact Pistol,Water Toy,Small,1,HDPE Plastic,8,500,3,7,60,Polybag,13.5
Soft Giraffe,Soft Toy,Large,1,Organic Cotton,8,1500,9,3,95,Recycled Box,36
Wooden Bead Maze Small Base Square,Baby Toy,Small,1,Pine Wood/Wire,8,300,7,4,85,Box,36
Soft Tiger Mini,Soft Toy,Small,1,Polyester,6,500,3,4,50,Recycled Bag,13.5
Wooden Drum Toy,Musical Toy,Small,1,Plywood/Plastic,7,200,7,4,85,Box,36
Wooden Shape Sorter Cube,Baby Toy,Small,1,Beech Wood,9,200,8,3,90,Box,36
Toy Shopping Cart,Playset/Roleplay,Large,1,Metal/Plastic,7,2500,3,6,60,Box,36
Soft Raccoon,Soft Toy,Medium,1,Recycled Polyester,7,1000,3,5,65,Recycled Bag,13.5
Advanced Interlocking Bricks Technic Pneumatic Pump Small 1pc,Construction/Mechanical,Small,1,ABS Plastic,7,50,2,8,45,Polybag,36
Miniature Golf Set 2 Clubs 4 Balls,Sports Toy,Large,1,Plastic,7,2500,3,5,30,Mesh Bag,36
Water Blaster Large Tank,Water Toy,Large,1,ABS Plastic,7,1200,2,8,45,Cardboard Wrap,22.5
Digital Piano Keyboard 61-Key Full Size,Electronic/Musical,Extra Large,1,ABS Plastic/Speaker/Circuitry,6,5000,1,10,25,Box + Foam,90
Soft Fox,Soft Toy,Large,1,Organic Cotton,8,1500,9,3,95,Recycled Box,36
RC Car Kit Buggy 1/14 Scale Assembly,Electronic/Vehicle,Medium,1,ABS Plastic/Motor/Battery,6,600,1,9,35,Box,36
Dollhouse Small Family Car,Playset/Vehicle,Small,1,Plastic,7,100,2,8,40,Box,36
Teether Keys Silicone 3pc Bright Colors,Baby Toy,Small,1,Food-grade Silicone,10,50,2,7,40,Recycled Box,36
Toy Tool Bench Small,Playset/Roleplay,Medium,1,HDPE Plastic,7,800,3,6,70,Box,36
Soft Rattle Barbell Shape,Baby Toy,Small,1,Organic Cotton,9,100,9,3,95,Recycled Tag,22.5
Wooden Stacking Rings,Infant Toy,Small,1,Wood,7,500,8,3,90,Box,36
Dollhouse Small Scale Furniture Living Room Set,Playset/Figures,Small,1,Plastic,7,250,2,8,40,Box,36
Plush Unicorn V6,Soft Toy,Medium,1,Recycled Polyester,7,1000,4,4,65,Recycled Box,36
Infant Stacker Rings,Baby Toy,Medium,1,Recycled HDPE,8,500,4,5,70,Mesh Bag,13.5
Wooden Activity Cube 5-Sided,Baby Toy,Large,1,Pine Wood/Metal,8,1500,7,4,85,Box,36
Toy Cash Register Keypad/Sound,Roleplay Toy,Medium,1,ABS/Electronic,6,700,2,8,35,Box,36
Advanced Gear System Kit Large Baseplate 1pc,Construction/Mechanical,Medium,1,ABS Plastic,7,1000,2,8,45,Cardboard Backer,36
Remote Control Dinosaur Walking/Roaring,Electronic/Figure,Medium,1,ABS/Motor/Speaker,5,1000,1,10,30,Box,36
Motorized Blaster Foam Dart,Blaster/Shooter,Medium,1,ABS/Circuitry,6,800,1,9,35,Box,36
Microscope Biological Advanced LED Light,Science/Optics,Large,1,Metal/Glass/LED,6,2000,1,12,30,Hard Case Box,90
Kinetic Sand Set Large Box Molds/Tools,Compound,Large,1,Sand/Plastic,5,2500,4,7,50,Box + Plastic Containers,36
Soft Bear,Soft Toy,Medium,1,Organic Cotton,8,1200,9,3,95,Recycled Box,36
Dollhouse Small Scale Furniture Dining Room Set,Playset/Figures,Small,1,Plastic,7,250,2,8,40,Box,36
Technic Forklift Kit 500pc Manual,Construction/Mechanical,Medium,1,ABS Plastic,7,700,2,8,45,Box,36
Jewelry Making Kit Fine Needle Nose Pliers,Craft/Hobby,Small,1,Steel/Plastic,5,100,1,10,40,Plastic Case,90
Doll Accessory Set Hair Dryer/Straightener,Doll,Small,1,Plastic,6,200,3,7,50,Blister Pack,54
Soft Dog Mini,Soft Toy,Small,1,Recycled Polyester,7,300,3,5,62,Recycled Bag,13.5
3D Metal Puzzle Ferris Wheel,Construction/Model,Medium,1,Etched Steel,4,200,1,10,80,Envelope/Box,36
Toy Kitchen Blender Set,Playset/Roleplay,Medium,1,ABS Plastic,7,500,2,8,45,Box,36
Soft Ring Rattle with Colored Beads,Baby Toy,Small,1,Organic Cotton/Plastic,9,100,9,3,95,Recycled Tag,22.5
Large Plush Teddy Bear,Soft Toy,Large,1,Standard Polyester,6,1500,2,6,40,Vacuum Bag,13.5
Soft Baby Doll Blonde Hair,Doll,Medium,1,Organic Cotton,9,350,10,2,98,Recycled Bag,13.5
Telescope Reflector 114mm Aperture EQ Mount,Science/Optics,Extra Large,1,Aluminum/Glass Lenses/Plastic,6,4500,1,12,30,Box + Foam,90
Wooden Shape Sorter Car,Baby Toy,Small,1,Beech Wood,9,200,8,3,90,Box,36
Wooden Model Kit Ferris Wheel 3D Assembly,Construction/Model,Large,1,Plywood/Plastic,6,1000,7,5,70,Box,36
Microscope Advanced Monocular 1000x,Science/Optics,Large,1,Metal/Glass/LED,6,2500,1,12,30,Hard Case Box,90
Mini Snow Blower,Vehicle Toy,Small,1,ABS Plastic,8,200,2,7,40,Polybag,13.5
Wooden Blocks Colored 50pc,Building Blocks,Medium,1,Beech Wood,9,1200,8,3,90,Cloth Bag,13.5
Simple Physics Kit Levers,Science/Education,Small,1,Plastic/Metal/Weights,5,300,3,7,50,Box,36
Advanced Gear Building Kit Simple Gearbox 1pc,Construction/Mechanical,Small,1,ABS Plastic,7,50,2,8,45,Polybag,36
Soft Book Ocean Animals (Crinkle Pages),Educational,Small,1,Fabric/Crinkle Material,9,100,4,4,65,Recycled Polybag,13.5
Microscope Digital Handheld USB,Science/Optics,Small,1,Plastic/Circuitry/LEDs,7,100,1,11,35,Box,36
Toy Cash Register Basic Buttons,Roleplay Toy,Small,1,Recycled ABS,8,300,3,7,60,Box,36
Water Blaster Set 2-Pack Medium,Water Toy,Medium,1,ABS Plastic,8,800,2,8,45,Cardboard Wrap,36
Simple Gear Building Set 120pc,Construction/Mechanical,Large,1,Recycled HDPE,8,800,3,6,70,Plastic Tub,22.5
Doll Accessory Set Shoes/Boots,Doll,Small,1,Plastic,6,150,3,7,50,Blister Pack,54
Toy Kitchen Set Microwave,Playset/Roleplay,Medium,1,ABS Plastic,7,500,2,8,45,Box,36
Jewelry Making Kit Beading Wire/Thread,Craft/Hobby,Small,1,Metal/Thread,5,200,3,7,50,Plastic Case,90
Plush Kitten V3,Soft Toy,Small,1,Organic Cotton,7,500,8,2,95,Recycled Bag,13.5
Wooden Alphabet Puzzle Upper Case,Puzzle/Education,Small,1,Plywood,8,200,8,4,88,Box,36
Miniature Train Set Simple Loop,Playset/Vehicle,Medium,1,HDPE Plastic/Track,8,500,3,6,70,Box,36
Soft Lion Mini,Soft Toy,Small,1,Recycled Polyester,7,500,3,4,65,Recycled Bag,13.5
Model Kit Spaceship Fighter 1/72 Scale,Model Kit,Medium,1,Polystyrene,6,500,1,9,10,Box,36
RC Car Kit Truck 1/14 Scale Assembly,Electronic/Vehicle,Medium,1,ABS Plastic/Motor/Battery,6,700,1,9,35,Box,36
Doll Accessory Set Pajamas/Slippers,Doll,Small,1,Fabric,7,200,4,6,60,Polybag,13.5
Jewelry Making Kit Fine Round Nose Pliers,Craft/Hobby,Small,1,Steel/Plastic,5,100,1,10,40,Plastic Case,90
Miniature Bowling Pins and Ball,Sports Toy,Medium,1,Plastic,7,1000,3,5,30,Box,36
Soft Ring Rattle with Crinkle,Baby Toy,Small,1,Organic Cotton/Crinkle,9,100,9,3,95,Recycled Tag,22.5
Wooden Blocks 50pc,Building Blocks,Medium,1,Beech Wood,9,1000,8,3,90,Cloth Bag,13.5
Wooden Cube Puzzle 9pc Farm,Puzzle,Small,1,Pine Wood,8,200,8,4,88,Box,36
Advanced Gear Building Kit Simple Gearbox 2pc,Construction/Mechanical,Small,1,ABS Plastic,7,100,2,8,45,Polybag,36
Soft Baby Doll Red Hair,Doll,Medium,1,Organic Cotton,9,350,10,2,98,Recycled Bag,13.5
Microscope Digital Desktop WiFi,Science/Optics,Medium,1,Plastic/Circuitry/LEDs/WiFi,6,500,1,12,30,Box + Foam,90
